51,1,576,4,1e-05,20000,0.01,0.5,0.7,0.9 mean imputated o
0,1.3351,1.30219
1,1.33509,1.30218
2,1.33265,1.29971
3,1.3256,1.29256
4,1.31209,1.2789
5,1.2907,1.25735
6,1.2607,1.22725
7,1.22233,1.18889
8,1.1768,1.1434
9,1.12533,1.09168
10,1.06749,1.033
11,1.00143,0.965965
12,0.929408,0.894682
13,0.866636,0.836695
14,0.833513,0.812911
15,0.830909,0.820935
16,0.842794,0.839998
17,0.85515,0.855261
18,0.862512,0.863052
19,0.865368,0.865448
20,0.866177,0.86568
21,0.866753,0.865846
22,0.867576,0.86647
23,0.868335,0.867202
24,0.8683,0.867269
25,0.866632,0.865793
26,0.862626,0.862048
27,0.855832,0.855585
28,0.846324,0.846497
29,0.834892,0.835598
30,0.822833,0.824216
31,0.811156,0.813399
32,0.79996,0.803281
33,0.788952,0.793565
34,0.7778,0.783821
35,0.766504,0.773897
36,0.756242,0.764757
37,0.74909,0.758128
38,0.746615,0.75531
39,0.748584,0.756122
40,0.753759,0.759595
41,0.759782,0.763691
42,0.764186,0.766161
43,0.765563,0.76576
44,0.763303,0.762109
45,0.757147,0.75521
46,0.74755,0.745589
47,0.736289,0.734859
48,0.725953,0.725296
49,0.718571,0.718628
50,0.714654,0.715285
51,0.713748,0.714954
52,0.715225,0.717208
53,0.718399,0.721489
54,0.722707,0.72724
55,0.72757,0.733753
56,0.731974,0.739806
57,0.734817,0.744184
58,0.735282,0.745986
59,0.732732,0.74444
60,0.726856,0.739099
61,0.71784,0.730015
62,0.706565,0.71796
63,0.694859,0.70472
64,0.685455,0.693106
65,0.68086,0.685887
66,0.681704,0.684048
67,0.686743,0.686619
68,0.694077,0.691807
69,0.701741,0.69773
70,0.707677,0.702466
71,0.710065,0.704346
72,0.707819,0.702427
73,0.701083,0.696965
74,0.691578,0.689697
75,0.682234,0.683345
76,0.675679,0.680021
77,0.672741,0.679933
78,0.672773,0.682082
79,0.674654,0.685283
80,0.677056,0.68825
81,0.679073,0.690169
82,0.680337,0.69073
83,0.680898,0.690071
84,0.681067,0.688656
85,0.681245,0.687062
86,0.681764,0.685814
87,0.682315,0.684813
88,0.682044,0.683321
89,0.680069,0.680494
90,0.675785,0.675756
91,0.669329,0.669245
92,0.661881,0.662124
93,0.655605,0.656489
94,0.652748,0.654475
95,0.654122,0.656729
96,0.658695,0.662076
97,0.664966,0.669
98,0.671457,0.676065
99,0.676428,0.681499
100,0.678214,0.683582
101,0.675828,0.68127
102,0.66952,0.674767
103,0.661008,0.665768
104,0.653037,0.65704
105,0.648142,0.65123
106,0.647215,0.649426
107,0.649251,0.650765
108,0.652821,0.653823
109,0.656954,0.657608
110,0.660795,0.661292
111,0.663558,0.66413
112,0.664736,0.665646
113,0.664203,0.665725
114,0.662247,0.664649
115,0.659496,0.662987
116,0.65654,0.661182
117,0.653575,0.659235
118,0.650544,0.656935
119,0.647549,0.654285
120,0.64499,0.651624
121,0.643566,0.64968
122,0.643835,0.649121
123,0.645813,0.650125
124,0.6489,0.652228
125,0.652218,0.654603
126,0.654954,0.656492
127,0.656293,0.657148
128,0.655663,0.65606
129,0.652907,0.653138
130,0.648466,0.648868
131,0.64342,0.644324
132,0.639197,0.640881
133,0.63698,0.63962
134,0.63713,0.64076
135,0.639115,0.643639
136,0.642151,0.647441
137,0.645646,0.651597
138,0.648932,0.655419
139,0.651269,0.658114
140,0.651993,0.658969
141,0.650728,0.657569
142,0.647587,0.654013
143,0.643262,0.649015
144,0.638881,0.643776
145,0.635609,0.639586
146,0.634149,0.63729
147,0.634519,0.636993
148,0.63629,0.638263
149,0.638947,0.640564
150,0.641914,0.643326
151,0.644414,0.645808
152,0.645669,0.647267
153,0.645198,0.647243
154,0.643041,0.64576
155,0.639786,0.643331
156,0.63636,0.640758
157,0.633685,0.638837
158,0.632316,0.638021
159,0.632299,0.63831
160,0.63334,0.639442
161,0.635019,0.641045
162,0.636932,0.642747
163,0.638657,0.644136
164,0.639887,0.644918
165,0.640441,0.644949
166,0.640183,0.644165
167,0.639008,0.642524
168,0.636941,0.640092
169,0.634212,0.637148
170,0.631355,0.634255
171,0.629164,0.632202
172,0.628352,0.631664
173,0.629088,0.63273
174,0.630955,0.634912
175,0.63339,0.637638
176,0.635775,0.640315
177,0.637379,0.642207
178,0.637543,0.642629
179,0.635953,0.641231
180,0.632877,0.638243
181,0.629199,0.634522
182,0.626093,0.631238
183,0.624429,0.629293
184,0.624266,0.628833
185,0.62499,0.629322
186,0.625969,0.63014
187,0.626675,0.630769
188,0.626353,0.630498
189,0.623996,0.628368
190,0.618205,0.622978
191,0.606931,0.61204
192,0.588046,0.592246
193,0.566652,0.565506
194,0.567998,0.557438
195,0.59847,0.581998
196,0.632946,0.61428
197,0.64762,0.628834
198,0.636011,0.618339
199,0.607307,0.592483
200,0.581304,0.571783
201,0.572315,0.56938
202,0.576657,0.5787
203,0.584845,0.589292
204,0.592279,0.597306
205,0.598292,0.60306
206,0.603505,0.607797
207,0.608553,0.612413
208,0.613595,0.61713
209,0.618373,0.621713
210,0.62257,0.625851
211,0.625873,0.629247
212,0.627973,0.631605
213,0.628752,0.632819
214,0.628357,0.633013
215,0.627123,0.632454
216,0.625389,0.631366
217,0.623472,0.62996
218,0.621726,0.628496
219,0.620505,0.627265
220,0.620172,0.626652
221,0.620892,0.626902
222,0.622445,0.627891
223,0.624305,0.629148
224,0.62583,0.630051
225,0.626481,0.6301
226,0.625846,0.628958
227,0.623845,0.626602
228,0.620841,0.623437
229,0.617458,0.620128
230,0.61437,0.617344
231,0.612067,0.615527
232,0.610606,0.614665
233,0.609624,0.614341
234,0.608616,0.614017
235,0.606962,0.613043
236,0.603919,0.610622
237,0.598695,0.605896
238,0.590568,0.598
239,0.579205,0.586329
240,0.565468,0.57133
241,0.552471,0.555707
242,0.54542,0.544751
243,0.548008,0.54308
244,0.558759,0.550174
245,0.573739,0.562327
246,0.588315,0.574903
247,0.597911,0.58328
248,0.599331,0.584244
249,0.591678,0.576995
250,0.577025,0.563753
251,0.560151,0.549366
252,0.546621,0.53919
253,0.539927,0.536171
254,0.540123,0.539735
255,0.545033,0.54736
256,0.552379,0.556754
257,0.560539,0.566435
258,0.568134,0.575135
259,0.57397,0.581703
260,0.577106,0.585204
261,0.577064,0.585146
262,0.574069,0.581732
263,0.569127,0.575981
264,0.563715,0.569444
265,0.559049,0.563473
266,0.55552,0.558599
267,0.552687,0.554467
268,0.549793,0.550329
269,0.546305,0.545619
270,0.542445,0.540539
271,0.539055,0.536024
272,0.537121,0.533262
273,0.537195,0.532977
274,0.539433,0.535346
275,0.54313,0.53959
276,0.546983,0.544307
277,0.549731,0.548135
278,0.550362,0.549971
279,0.548507,0.549353
280,0.544457,0.546476
281,0.539303,0.542338
282,0.534389,0.538171
283,0.530521,0.534663
284,0.527935,0.532005
285,0.526866,0.530492
286,0.527573,0.530534
287,0.529927,0.53217
288,0.533505,0.53507
289,0.537705,0.538699
290,0.541576,0.542171
291,0.54418,0.544582
292,0.544582,0.545027
293,0.542068,0.542818
294,0.536575,0.537888
295,0.52904,0.531111
296,0.521346,0.524248
297,0.515663,0.519297
298,0.513454,0.517604
299,0.514799,0.519246
300,0.518735,0.523351
301,0.524106,0.528792
302,0.52964,0.534259
303,0.533917,0.538317
304,0.535645,0.539685
305,0.534074,0.537644
306,0.529353,0.532405
307,0.522652,0.525212
308,0.515913,0.518064
309,0.511205,0.513037
310,0.509741,0.511345
311,0.511198,0.512674
312,0.514423,0.515857
313,0.51834,0.519839
314,0.521923,0.523654
315,0.52429,0.52644
316,0.524925,0.527662
317,0.523841,0.527262
318,0.521504,0.525598
319,0.518642,0.523323
320,0.516038,0.521184
321,0.514098,0.519535
322,0.51271,0.518228
323,0.511696,0.517111
324,0.511105,0.516302
325,0.511032,0.515966
326,0.511547,0.516204
327,0.512635,0.517027
328,0.514031,0.518215
329,0.515097,0.519133
330,0.515164,0.519077
331,0.514013,0.517808
332,0.51199,0.515683
333,0.509783,0.513423
334,0.508077,0.511746
335,0.507256,0.511036
336,0.507211,0.511148
337,0.507639,0.51176
338,0.508231,0.512551
339,0.508768,0.513277
340,0.50923,0.513887
341,0.509661,0.51441
342,0.510143,0.514938
343,0.510681,0.515453
344,0.511094,0.515751
345,0.511116,0.515575
346,0.51052,0.51474
347,0.509125,0.513129
348,0.506954,0.510828
349,0.504426,0.508282
350,0.502328,0.50628
351,0.501405,0.505572
352,0.501906,0.506384
353,0.503568,0.508393
354,0.505734,0.510883
355,0.507617,0.513056
356,0.508541,0.514215
357,0.508149,0.513968
358,0.506465,0.512316
359,0.503938,0.509722
360,0.501393,0.507039
361,0.499689,0.505142
362,0.499228,0.50444
363,0.499905,0.504833
364,0.50138,0.506014
365,0.503256,0.507599
366,0.50516,0.50921
367,0.506712,0.510489
368,0.507497,0.511053
369,0.507151,0.510573
370,0.505518,0.508915
371,0.502801,0.506308
372,0.499656,0.50342
373,0.497091,0.501255
374,0.496044,0.500718
375,0.496761,0.501982
376,0.498748,0.504482
377,0.50142,0.50761
378,0.504112,0.510685
379,0.505949,0.512791
380,0.506144,0.513104
381,0.504401,0.511296
382,0.501219,0.507864
383,0.497797,0.504035
384,0.495444,0.501175
385,0.494827,0.500027
386,0.495681,0.500396
387,0.497384,0.501689
388,0.499489,0.503454
389,0.501589,0.505281
390,0.503211,0.506706
391,0.503916,0.50731
392,0.503421,0.506825
393,0.501715,0.505257
394,0.499158,0.502968
395,0.496465,0.500669
396,0.494512,0.49921
397,0.493918,0.499162
398,0.494655,0.500431
399,0.496285,0.502547
400,0.498363,0.50505
401,0.500315,0.507337
402,0.501457,0.508689
403,0.501261,0.508533
404,0.499664,0.506779
405,0.497231,0.503991
406,0.494931,0.501179
407,0.4936,0.499264
408,0.49347,0.498573
409,0.494235,0.498857
410,0.495494,0.49973
411,0.496926,0.500872
412,0.498188,0.501949
413,0.498949,0.502635
414,0.498989,0.502706
415,0.498277,0.502125
416,0.49701,0.501079
417,0.495569,0.499935
418,0.494359,0.499079
419,0.493642,0.498752
420,0.493478,0.498992
421,0.493761,0.499686
